,,,,,
1,START,57,10000,,
1,END,55,10000,,
1,START,63,10000,,
1,END,62,10000,,
1,START,63,20000,,
1,END,64,20000,,
1,START,62,20000,,
1,END,64,20000,,
1,START,65,20000,,
1,END,67,20000,,
1,START,57,15000,,
1,END,60,15000,,
1,START,61,25000,,
1,END,66,25000,,
1,START,61,30000,,
1,END,68,30000,,
1,START,58,60000,,
1,END,74,60000,,
1,START,60,120000,,
1,END,82,120000,,
